Old Ward Code,New ward code,Ward,Borough,lifespan,Population - 2015,Children aged 0-15 - 2015,Working-age (16-64) - 2015,Older people aged 65+ - 2015,% All Children aged 0-15 - 2015,% All Working-age (16-64) - 2015,% All Older people aged 65+ - 2015,Mean Age - 2013,Median Age - 2013,Area - Square Kilometres,Population density (persons per sq km) - 2013,% BAME - 2011,% Not Born in UK - 2011,% English is First Language of no one in household - 2011,General Fertility Rate - 2013,Male life expectancy -2009-13,Female life expectancy -2009-13,"Rate of All Ambulance Incidents per 1,000 population - 2014",Rates of ambulance call outs for alcohol related illness - 2014,Number Killed or Seriously Injured on the roads - 2014,In employment (16-64) - 2011,Employment rate (16-64) - 2011,Rate of new registrations of migrant workers - 2011/12,Median House Price (£) - 2014,Number of properties sold - 2014,Median Household income estimate (2012/13),Number of Household spaces - 2011,% detached houses - 2011,% semi-detached houses - 2011,% terraced houses - 2011,"% Flat, maisonette or apartment - 2011",% Households Owned - 2011,% Households Social Rented - 2011,% Households Private Rented - 2011,% dwellings in council tax bands A or B - 2015,"% dwellings in council tax bands C, D or E - 2015","% dwellings in council tax bands F, G or H - 2015",Claimant rate of key out-of-work benefits (working age client group) (2014),Claimant Rate of Housing Benefit (2015),Claimant Rate of Employment Support Allowance - 2014,Rate of JobSeekers Allowance (JSA) Claimants - 2015,% dependent children (0-18) in out-of-work households - 2014,% of households with no adults in employment with dependent children - 2011,% of lone parents not in employment - 2011,(ID2010) - Rank of average score (within London) - 2010,(ID2010) % of LSOAs in worst 50% nationally - 2010,Average GCSE capped point scores - 2014,Unauthorised Absence in All Schools (%) - 2013,% with no qualifications - 2011,% with Level 4 qualifications and above - 2011,A-Level Average Point Score Per Student - 2013/14,A-Level Average Point Score Per Entry; 2013/14,Crime rate - 2014/15,Violence against the person rate - 2014/15,Deliberate Fires - 2013,% area that is open space - 2014,Cars per household - 2011,Average Public Transport Accessibility score - 2014,% travel by bicycle to work - 2011,Turnout at Mayoral election - 2012
00BEGY,E05000553,The Lane,Southwark,81.1,16450,3550,11450,1450,21.6,69.7,8.8,34.2,33,1.4,11357.1,50.7,37.7,8.5,75.4,79.1,83,153.3,1.2,7,7623,68.9,46.7,407500,170,37940,6543,2.8,8.6,26,62.7,32.5,41.5,21.7,38.1,59.6,2.4,15,15.7,5.5,3.6,19.9,6.7,47.4,151,100,308.7,1.1,17.5,42,648.8,205.5,138.1,40.1,0.6,6,0.5,6,9.9,37.6
00BEGZ,E05000554,Village,Southwark,84.8,12500,2800,8200,1500,22.3,65.7,12,36.8,37,2.8,4446.4,20.1,22,3.5,57.4,83.7,85.9,69.8,0.4,1,6258,77.2,13.9,850000,173,58400,4733,6.5,29.4,31.5,32.5,64.9,15.5,18.2,7.2,45.3,47.6,7,5.5,2.3,1.2,5.1,2.3,30.3,479,28.6,356.9,0.4,9.4,63.7,783.3,234.3,57.5,9.5,0.2,33.8,1,4.1,10.2,51.7
00BFGC,E05000555,Beddington North,Sutton,83.3,10550,2200,6850,1550,20.7,64.8,14.5,38.5,39,5,2110,23.5,16.6,3.8,60,80.4,86.2,97.9,0.5,1,5250,77.2,9.1,289000,183,39290,4103,7,42.7,35.2,15.1,79.9,9,10.1,5.5,90.4,4.1,7.8,5.3,2.7,0.9,8.5,2.5,31,512,14.3,340.7,0.9,19.8,25.1,796.7,221.8,59.6,14.8,1.1,53,1.3,2.6,2.2,33.2
00BFGD,E05000556,Beddington South,Sutton,82.3,10900,2350,6850,1750,21.4,62.7,15.9,38,38,3.1,3548.4,28.8,20.1,4.2,46.7,80,84.6,105.9,0.6,1,4718,69.1,8.7,386000,112,35600,4201,24.4,23.7,22.1,29.8,54.7,35.9,5.8,20.4,48.1,31.5,14.6,13.5,5.6,2.5,20,6.5,48.3,336,57.1,320.2,1.4,21,26.7,751.9,218.4,52.9,16.3,0.9,39,1.3,2,1.6,31.8
00BFGE,E05000557,Belmont,Sutton,83.2,10350,1900,6600,1800,18.5,63.9,17.6,40.2,40,2.3,4500,22.2,22.1,4.8,55.2,80.7,85.6,123.9,0.6,2,5042,76.2,11.5,290000,203,44260,4475,22.6,18.1,14.6,44.7,69.9,10,18.8,12.6,51.5,35.8,7.8,7.1,2.4,1.3,7.8,2.7,36.2,525,14.3,369.5,0.9,13.7,40.4,746.8,221.7,35.6,11,0.7,19,1.2,2.3,1.6,38
00BFGF,E05000558,Carshalton Central,Sutton,83.5,10400,2050,6750,1600,19.8,64.9,15.3,39.1,39,2,5200,13.7,15,3.7,67.6,82.2,84.7,85.6,0.6,2,5302,78.6,6.7,318000,181,42200,4260,12.4,40.1,16.9,30.6,75.5,7,16.7,5.2,81.8,13,7.4,5.9,2.4,0.9,8.2,2.3,36.7,562,14.3,360.3,0.8,15.4,35.7,761,218.8,44.4,12.7,0.6,26.9,1.2,3.3,2.9,38.1
00BFGG,E05000559,Carshalton South and Clockhouse,Sutton,83,10200,2150,6350,1750,20.8,62.3,16.9,39.4,41,7.1,1422.5,16.7,13.9,2.4,52.6,81.5,84.4,79.9,0.2,3,4741,76.5,3.8,419995,161,44270,3614,25.5,44.1,11.6,18.6,81.2,10.6,7.2,11.6,47.6,40.8,6.9,4.3,2.6,1.1,7.4,2.7,34.6,543,16.7,359.6,1,15.5,34.8,745.2,220.8,34.1,9.3,0.3,68.2,1.5,2.1,1.7,38.2
00BFGH,E05000560,Cheam,Sutton,82.9,10550,1950,6450,2150,18.5,61.1,20.3,41.6,43,3.9,2705.1,21.2,18.6,3.3,46.1,82.4,83.1,104.9,0.4,0,4749,76.4,10.9,376000,157,46220,4005,38.2,23,18.6,20.2,83.4,2.5,13,2.4,54.1,43.5,4.8,2.9,1.6,0.9,3.9,1.9,29.9,613,0,364,0.6,14.6,38.6,821.8,231.1,33.9,7.4,0.7,24.7,1.5,2.2,1.8,41.2
00BFGJ,E05000561,Nonsuch,Sutton,86.2,10900,1900,6950,2050,17.5,63.6,18.9,41.1,42,1.9,5736.8,15.3,15.7,3.6,55.9,83.5,88.5,110.6,0.7,0,5402,79.1,8.9,388500,142,42640,4061,9.1,44.4,27.5,18.9,85.5,3.6,10,3.4,78.2,18.4,5.5,3.2,1.9,0.7,4.8,1.5,29.1,603,0,357.1,0.5,18.6,27.1,743.1,216.6,44.4,10.2,0.7,10.4,1.4,2.3,2.3,37.8
00BFGK,E05000562,St Helier,Sutton,80.8,12300,3050,7950,1300,24.7,64.7,10.7,34.7,34,1.5,8200,25.5,22.6,8.1,66.1,77.4,83.8,144.2,0.4,4,5418,69.6,16.1,248000,124,31040,4625,3.5,14.3,59.8,22.4,45.6,40.5,11.8,12.9,86.9,0.2,14.7,15.8,4.6,2.4,20.3,7.6,45.7,259,100,311.3,1.3,27.3,17.7,634.7,208.5,71.9,28.7,0.6,25.8,1,2.9,1.8,22
00BFGL,E05000563,Stonecot,Sutton,81.4,11000,2050,7150,1750,18.7,65.3,16,39.3,40,2,5500,20.9,18.1,5.2,46.2,79.6,83.1,80,0.3,1,5420,77.9,10.1,347500,164,39210,3988,2.9,50.1,35.3,11.8,85.5,3.7,9.7,2.2,97.3,0.5,6.2,3.3,2.3,1,5.3,2.4,29.6,561,0,351.1,0.5,20.5,22.5,732.8,218.3,48.5,11.5,0.6,21.5,1.4,2.5,1.9,32
00BFGM,E05000564,Sutton Central,Sutton,81.3,11550,2500,7800,1300,21.4,67.4,11.2,36,35,1.3,8769.2,24.1,26.9,9.7,79.3,79.4,82.8,196.8,1.7,1,5793,75.6,25.3,240000,312,35660,5335,2.4,14,23.2,60.3,51,22.7,23.1,20.1,79.6,0.4,12.3,14.4,5.4,2.6,15.5,4.7,46.7,364,42.9,313.5,1.3,18.6,31.2,713.1,216.7,158.4,46.8,0.9,12.9,0.8,4.9,2.2,30.2
00BFGN,E05000565,Sutton North,Sutton,82.9,10600,2200,6550,1850,20.9,61.7,17.4,39.5,39,1.9,5605.3,21.9,21.1,6.1,73.7,81.1,84.4,119.1,0.7,3,4959,75.6,14.4,300500,194,38060,4222,6.6,36.9,28.3,28.1,74.2,11.1,13.6,9.3,87.1,3.6,8.3,6.7,3.1,1.4,10.5,3.8,43.6,464,16.7,344.5,0.8,21.6,25.7,766,222,46.1,13.7,0.6,28.5,1.1,3.3,2.1,33.6
00BFGP,E05000566,Sutton South,Sutton,80.5,10000,1700,6600,1700,16.9,66,17,40.3,37,1.3,7653.8,24.4,29.4,9.7,80.9,80,80.9,148.3,0.3,0,5073,78.1,24.1,250000,239,40460,5077,7.7,7.8,7,77.5,54.4,11.9,32.8,11.4,77.6,11,8.2,10.5,3.8,1.5,9.7,2.4,37.6,506,33.3,337.7,1.1,15.7,41.6,854.1,225.8,42.5,13.6,0.3,8.1,0.9,3.3,1.7,34.4
00BFGQ,E05000567,Sutton West,Sutton,81.9,10900,2050,7350,1550,18.6,67.2,14.2,38.5,37,1.8,6055.6,23,25.1,7.8,69.4,80.5,83.1,90.4,0.4,2,5686,79.3,18,270000,222,41610,4817,8.5,23.8,15.9,51.9,68.3,3.9,26.8,11.4,78.6,10,5.8,5.4,2.2,1,6.3,2.2,33.2,564,0,352,0.8,13.5,38.6,706.1,216.5,33.8,12.2,0,23.1,1.1,3.5,2.2,33.9
00BFGR,E05000568,The Wrythe,Sutton,80,10500,2100,6900,1500,20.2,65.8,14.1,37.8,38,1.5,7000,16.9,15.3,3.7,68.9,77.4,82.5,95,0.5,1,5289,77.5,6.2,257500,188,36790,4231,2.3,33.1,30.7,34,71.5,14.7,12.7,7.5,92.5,0,9.8,7.7,3.4,1,13.9,3.3,36.5,428,42.9,332,1,22.2,23.2,660.8,207.6,61.4,17.9,0.3,18,1.1,2.6,2.3,29.7
00BFGS,E05000569,Wallington North,Sutton,82.4,10900,2250,7100,1500,20.8,65.2,14,37.8,38,1.6,6843.8,19.6,16.6,4.4,73.2,80.7,83.9,102.8,0.7,3,5531,76.8,7,272000,171,38710,4749,4.5,34.3,18.4,42.7,67.9,12.9,17.4,10.7,85.1,4.2,10,8.8,4.2,1.5,8.9,3.4,39.2,475,14.3,349.2,1.1,16.4,30.3,719.7,220.6,50.6,14.9,0.8,19.2,1.1,3.5,2,38.2
00BFGT,E05000570,Wallington South,Sutton,82.6,10650,2000,6800,1850,18.8,63.7,17.5,40.2,39,1.7,6235.3,21.3,18.5,4.3,61.4,79.7,85.1,161.6,0.5,1,4886,74.2,11.5,246000,188,37960,4626,11.9,20.8,13.2,54.2,63.7,16.4,18.6,11.2,68.5,20.4,10.7,10.2,4.1,1.6,12.4,4.1,46.7,409,66.7,377.4,0.9,18.7,32,759.7,230.8,50.5,16,0.7,9.5,1.1,3.4,1.8,37.3
00BFGU,E05000571,Wandle Valley,Sutton,79.9,12250,3000,8100,1150,24.5,66.3,9.2,33.8,33,2.1,5761.9,24.8,19.8,5.7,71,78.7,81.2,108.8,0.4,2,5601,72,12.8,243500,156,32330,4802,3.6,14,48.8,33.7,50.1,33.6,14.3,14.3,85.5,0.2,15.1,14.7,5.9,2.6,19.1,7.2,46.2,274,85.7,306.1,1.4,23.7,21.5,674.1,214,65.6,22.6,1.6,40.5,1,2.4,3,26.6
00BFGW,E05000572,Worcester Park,Sutton,84.1,11950,2650,7600,1700,22.1,63.4,14.4,37.4,37,2,5975,20,21.5,6.1,75.7,81.8,86.6,94.5,0.6,1,6052,78.9,14.2,338000,271,40610,4751,7.1,35.8,35.5,21.5,76.6,6.4,15.7,1.4,88,10.6,7.5,5.9,2.3,1.4,8.4,3.3,36,579,0,336.3,0.9,17.2,30.8,761.2,218.3,44.6,16.6,0.2,22.3,1.2,2.4,2.7,33.8
00BGFW,E05000573,Bethnal Green North,Tower Hamlets,78.2,14750,2650,11150,950,17.8,75.7,6.5,32.2,30,0.8,17812.5,49.4,38.7,15,49.6,74.7,82.1,137.2,0.7,2,6580,64.6,74.7,383000,173,36230,5450,0.9,1.8,7.6,89.6,21.6,46,29.8,28.1,69.8,2.1,16.1,16.7,5.6,3.3,27.9,7.8,65.5,67,100,322.9,1,22.1,40.2,651.5,215.4,119,37,1.4,6.3,0.4,6,12.7,34.4
00BGFX,E05000574,Bethnal Green South,Tower Hamlets,79.3,15150,2900,11550,750,19,76.1,4.9,30.2,28,0.9,16333.3,64.3,45.5,23.1,56.7,76.1,83.5,135,1.1,7,5934,55.9,90.3,357500,157,32860,5417,1,2,7.9,89,21.2,44.9,31.5,30.2,68,1.7,15.2,16.8,6,4.2,27.2,8.6,71.1,36,100,308.9,1,21.4,35.5,681.7,214.5,121.3,37.2,1.7,16.9,0.3,6.8,7.8,35.6
00BGFY,E05000575,Blackwall and Cubitt Town,Tower Hamlets,81.8,23250,4350,17800,1100,18.8,76.5,4.7,30.8,30,3,7116.7,50.4,48.6,21.9,56.8,79,84.8,98.6,0.6,3,10684,70.8,104,380000,499,43330,9389,0.8,3,7.9,88,26,28.6,41.4,10.5,72.4,17.1,12.1,11.2,3.6,1.9,24.6,6.3,58.2,243,75,305.3,1.3,14.6,50.8,679.7,199.4,60.3,19.8,0.9,42.2,0.5,3.8,3,27.8
00BGFZ,E05000576,Bow East,Tower Hamlets,79.3,15650,2750,11800,1050,17.7,75.4,6.8,32.7,30,1.9,8026.3,39.9,30.9,10.9,51.2,75.8,83,108.3,0.5,3,7655,68.9,52.5,325000,355,36800,6901,1.6,2.9,13.8,81.8,22.6,42.8,30.3,18.4,80,1.6,17.8,17.3,5.7,3,31.9,7.6,58.7,78,100,294.8,1.4,21.4,42,636.5,206.6,98.9,26.4,1,39,0.4,3.6,9.3,31.5
00BGGA,E05000577,Bow West,Tower Hamlets,80.8,13650,2700,9950,1050,19.6,72.7,7.7,32.9,30,1.3,10230.8,40.7,32,11.3,54.1,78.5,83.2,113.7,0.8,4,6262,66.3,64.1,415000,210,41000,5127,1.2,3.2,27.2,68.2,31.5,39,26.7,15.7,76.9,7.4,13.5,14.6,5.2,2.6,19.7,6.9,54.4,122,100,323.1,1.1,20.3,43.6,676.1,215.8,98.5,25.4,2.6,42.8,0.5,5.2,11,38.3
00BGGB,E05000578,Bromley-by-Bow,Tower Hamlets,81.3,19750,4850,13900,1000,24.6,70.4,5,29.3,28,1.1,15500,70.4,43.5,22,74.3,80.1,82.4,100,0.4,3,5386,55.1,68.3,302500,306,31980,5257,1.1,2.8,7.8,88.2,15.6,55.9,24.2,28.9,68.7,2.3,21.8,20.7,5.8,4.6,28.3,12.4,64.3,12,100,310.3,1,25.5,27.9,667.5,209.3,79.3,25.6,1.2,11.6,0.4,4.2,4.8,35.4
00BGGC,E05000579,East India and Lansbury,Tower Hamlets,78.2,16550,4250,11250,1000,25.8,68,6.1,30.3,28,1.2,13000,63.7,39.5,18.6,79.5,75.5,81.1,129.8,0.5,2,5124,52.9,69.3,293000,191,29680,5422,2.3,3,11.4,83.3,18.2,57.5,20.1,28.3,69.9,1.8,23.9,26.3,7.9,5.2,32.1,13.7,64.2,2,100,290.3,1.1,30.7,23.4,633,206.9,108.4,38.3,1.8,12.4,0.4,3.5,3.2,32.8
00BGGD,E05000580,Limehouse,Tower Hamlets,77.5,17100,3800,12350,950,22.1,72.3,5.6,31.1,30,1.1,15000,56.8,43.8,19.7,77.2,76,79,120.9,0.8,9,7314,64,81.6,375000,239,36260,6599,1,1.7,6.3,91,26,41.2,29.8,26,64.3,9.7,19.2,19.4,6.2,3.3,30.3,9.3,61.8,43,100,309.4,1.1,21.9,37.4,619.1,200.1,88.8,28.2,2,23.3,0.5,5,4.5,34.6
00BGGE,E05000581,Mile End and Globe Town,Tower Hamlets,78.6,16200,2950,12300,950,18.3,76,5.8,30.3,27,0.9,17555.6,52.6,40.6,16.4,47,76.5,80.6,135.5,0.9,5,6271,55.4,70.6,385000,199,34300,5431,1.1,1.8,11.9,85.2,25,46,25.8,37,60.5,2.5,12.9,15,4.6,3.7,26.4,8.1,61.5,154,100,334.5,1,19.5,34.2,647.4,202.3,86.6,30.3,0.9,12.5,0.4,5.4,8.9,35.8
00BGGF,E05000582,Mile End East,Tower Hamlets,80,15200,3400,11000,800,22.4,72.4,5.3,29.6,27,1.1,12954.5,66,43.5,20,62.6,77.2,82.9,127,0.7,6,5276,56.1,89,325000,207,32510,4856,1.2,2.2,9.8,86.7,18.5,52.9,27,31.1,67.7,1.2,18.8,20.1,6,4.5,29.4,10.6,63.5,24,100,319.5,1.3,23.3,31.9,679.6,208.6,87.3,28.8,2.3,33.3,0.4,5.3,5.9,34.1
00BGGG,E05000583,Millwall,Tower Hamlets,82.7,26350,4500,20850,1000,17,79.2,3.7,31,30,2.5,9860,47.6,52.1,23.4,60,82,84,106,0.5,3,13759,73.6,90.6,420000,704,46940,12035,1.2,3,8.9,86.9,27.5,20.6,48.1,5.4,70.9,23.7,9.1,9.2,2.8,1.5,16.6,4.8,58.8,326,66.7,313,1.3,11.4,57.2,693.1,196.3,74.4,22.4,0.2,35,0.5,3.4,2.8,27.6
00BGGH,E05000584,St Dunstan's and Stepney Green,Tower Hamlets,78.9,17100,3800,12050,1300,22.2,70.2,7.6,31.4,28,1,16650,65.2,39.8,19.8,65.6,76.7,81.2,133.2,0.7,4,6098,55.4,94,363250,252,32930,5843,2.5,4.2,18.3,74.9,19.5,54,19.6,29.3,65.2,5.4,19.3,20.2,6.1,4.4,25,9.1,65.2,29,100,324.8,1,26.9,29.9,697.1,209.8,78.5,27.9,1.9,21.2,0.4,5.4,6.8,37.4
00BGGJ,E05000585,St Katharine's and Wapping,Tower Hamlets,81.5,13550,2000,10700,900,14.8,78.7,6.5,34.3,32,1.5,8633.3,37.6,41.5,15.9,69.2,79.3,83.9,104.5,1,2,7619,76.5,61.2,453000,458,50770,6437,0.7,2,9.4,87.5,39.9,20.3,36.7,16.9,53.6,29.5,10.2,9.3,3.3,1.8,21.4,3,50.6,272,57.1,324.4,0.9,12.3,57.8,694.5,213,96,19.6,0.2,36.9,0.6,4.4,6.9,36.3
00BGGK,E05000586,Shadwell,Tower Hamlets,81.2,15900,3700,11250,950,23.2,70.9,6,30.7,29,1,15450,64.4,45.1,23.2,72.3,78,84.9,106.8,0.9,7,6534,60.7,71.6,370000,185,36360,6075,1.2,1.9,5.1,91.8,22.8,42.7,28.9,28.6,56.3,15.1,14.8,17.5,5.4,3.3,24.1,8.5,64.1,47,100,320,0.9,21.3,37.7,695,207.8,86.9,26.3,1.3,24.2,0.4,6,5.4,38.3
00BGGL,E05000587,Spitalfields and Banglatown,Tower Hamlets,79.8,11800,1650,9600,600,13.8,81.2,5,31.3,29,0.6,18416.7,54.7,50.7,24.6,38.3,77.4,82.4,158,1.8,8,5055,60.9,91.7,499995,242,39910,4123,1,2.4,9.4,87.2,25.7,31.9,40,34.1,51.7,14.2,16.2,13.4,5.8,3.7,24.6,4.8,75.6,15,100,338.4,0.9,17.2,44.4,643.2,198.7,188.8,44.8,0.4,1.4,0.3,6.9,7.5,31.2
00BGGM,E05000588,Weavers,Tower Hamlets,79,15050,2500,11600,950,16.5,77.2,6.4,32.7,30,0.8,17687.5,47.9,41.2,16.7,44.9,75.1,84,129,1.1,8,6693,67,74.6,510000,303,37760,5696,0.7,1.2,11.2,86.9,24.3,43.4,30.3,29.7,67.7,2.6,17.7,16.2,5.6,3.3,29.3,7,63,19,100,321.2,0.8,20.6,43.9,644.5,210,136.8,32.8,0.5,15.4,0.3,5.5,12.1,39.8
00BGGN,E05000589,Whitechapel,Tower Hamlets,77,17300,3000,13400,900,17.4,77.5,5.1,30.7,29,0.9,17888.9,60.2,48.8,24.8,56.6,74.7,79.7,153.4,1,10,7530,65,115.3,489000,288,37600,6078,0.8,2,6.7,90.5,20.5,32.9,43.4,37.7,50.3,12.1,13.6,12.4,4.2,2.6,28,6.2,69.6,59,100,324.5,1.1,17.1,45,690,207.4,105.3,33.3,0.9,5.4,0.3,6.8,7.1,34.3
00BHFX,E05000590,Cann Hall,Waltham Forest,79.5,14350,3200,10100,1050,22.2,70.5,7.3,32.3,30,0.9,15833.3,57,48.8,18.2,70.7,77.9,81.7,100.5,0.5,1,6265,63.8,100,326000,159,32700,5094,5.1,9.3,48,37.4,39.2,28.3,30.7,38.2,61.8,0,14.8,13.8,4.4,3.3,19.1,7.5,46.2,95,100,311.7,1.5,19.2,30.5,611.3,202.1,61.2,21.1,0.7,5,0.6,2.9,3,32
00BHFY,E05000591,Cathall,Waltham Forest,81.5,13300,2950,9350,1000,22.2,70.4,7.5,32.3,30,1.1,12000,61,50.1,20,68.8,80.3,82.4,117.2,0.7,3,5715,62.7,127.9,332500,102,30950,4634,6,10.9,40.4,42.6,28.3,38.5,31.9,42.1,57.9,0,18,16,5.1,4.3,20.6,8.9,54.6,53,100,311.7,1.5,19.3,28.6,648.5,205.1,64.2,24.6,0.5,23.5,0.5,4.3,2.6,28.3
00BHFZ,E05000592,Chapel End,Waltham Forest,83.4,14600,3600,9750,1300,24.6,66.6,8.7,33.4,33,1.8,8055.6,48.5,36.9,14.1,79.4,82.1,84.6,105.7,0.3,2,6595,68.9,61.3,340000,173,36440,5184,4.9,11.9,55,28.3,58.6,15.7,24,23.5,76.5,0,12.2,9.6,3.2,2.7,14.7,6.2,45,200,100,321.6,0.9,18.7,29.3,704.3,208.4,73,22.1,0.6,31.2,0.9,2.9,3,33
00BHGA,E05000593,Chingford Green,Waltham Forest,82.1,10550,1850,6450,2300,17.3,60.9,21.7,42.3,43,3.7,2851.4,14.7,13.1,3,49.2,80.2,83.8,144,1.8,2,4570,73.4,9.1,330000,153,39280,4570,6.3,38.6,21,34.2,69.1,15.4,13.9,13.9,70.6,15.5,10.8,8.1,3.5,1.8,15,3.8,41.8,308,83.3,332.2,1,24.2,27.1,714.8,212.7,69,19.8,0.4,54.9,1.1,2.8,1.1,40.1
00BHGB,E05000594,Endlebury,Waltham Forest,85.6,11150,1900,7250,2000,17,65,18,40.2,41,2,5525,22.4,17.5,3.8,63.8,82.6,88.6,94.9,0.5,0,4871,70.4,7.9,310000,212,38580,4272,5,51.3,17.1,26.5,74.3,14.7,9.6,5.4,84.1,10.5,12.9,7.7,3.8,2.6,15.5,4.6,44.4,327,71.4,341.8,1.1,23.5,24.7,781.7,218.4,43.9,13.1,0.3,18.5,1.3,2.4,1.2,37.7
00BHGC,E05000595,Forest,Waltham Forest,81.5,13250,2750,9200,1300,20.6,69.4,10,34.2,31,2,6550,58.7,45.7,18.4,75.5,79,83.8,181.6,0.4,2,5861,65.2,96.9,401000,125,36080,4448,4.1,14.1,42.2,39.6,50.3,13.6,33.5,28.7,68.9,2.4,13.4,9.2,4.2,2.9,12.5,5.2,51,136,100,307.2,1.1,19.3,33.3,673.2,214,81.6,24.6,0.4,40.4,0.8,4.3,3.5,33.3
00BHGD,E05000596,Grove Green,Waltham Forest,83.5,15300,3300,10800,1150,21.7,70.7,7.6,32.9,32,0.9,16833.3,53.2,53,21.2,73.3,81.4,85.6,97,0.7,2,7587,70.3,144.6,308000,189,36350,5332,4.4,7.8,39.8,47.8,45.6,9.1,44.1,51.7,48.3,0,10.8,8.2,2.6,2.2,11.9,4.2,42.5,184,100,305.8,1.3,15.7,34.8,690.8,200.9,52.4,16.5,0.1,4.3,0.6,4.2,3.1,32
00BHGE,E05000597,Hale End and Highams Park,Waltham Forest,83.5,12200,2650,8050,1500,21.9,65.9,12.2,36.5,36,2.3,5195.7,33.1,21.8,5.9,60.8,79.8,87,85.9,0.5,2,5319,71.1,20.4,288747.5,242,39490,4286,4.2,24.3,46.2,25.3,66.9,18.8,12.4,13.5,82.1,4.4,13.5,8.8,3.5,2.6,14.3,5.4,44.8,244,100,321.9,1,20,28.9,706.2,201.7,52.1,15.8,0.1,41.4,1.1,2.5,2.3,37.9
00BHGF,E05000598,Hatch Lane,Waltham Forest,80.4,11400,2250,7350,1850,19.5,64.3,16.2,38.9,39,2.4,4729.2,22.2,16.5,4.4,66.3,79.1,81.3,129.3,0.9,3,4914,69.9,10.7,286500,159,36110,4597,4.8,37.4,27.5,30.4,62.6,24.7,11.3,14.3,77.1,8.6,16.5,11.6,5.4,2.7,18.1,5.8,47.4,179,71.4,325.7,1.2,26.2,24.1,710.2,206.5,64.4,18.5,0.8,37.7,1.1,2.5,1.8,34.4
00BHGG,E05000599,High Street,Waltham Forest,82.6,14850,3200,10450,1200,21.6,70.4,7.9,33.3,32,3.1,4725.8,50.7,44.4,18,95.4,80.2,84.8,144.9,1,4,7146,69.4,90.6,333000,192,34810,5623,3,6.9,32.1,58,47.1,19,31.7,49.2,50.8,0,14.1,12.4,3.9,3.1,17.4,5.5,49,103,100,328.5,1.2,18.3,35.7,670.4,208.4,151.3,39.5,0.8,56.6,0.6,4.4,4.1,29.4
00BHGH,E05000600,Higham Hill,Waltham Forest,80.9,14200,3500,9550,1150,24.6,67.4,8,32.7,32,3.2,4328.1,51.9,40.3,15.7,73.1,79.3,82.1,113.8,0.3,3,5608,62.6,52.8,325000,131,31270,4947,5.4,15.9,44.3,34.3,40.8,33.6,21.9,22.9,77.1,0,19.9,16.6,5.5,4.8,26.3,9.5,51.9,38,100,307.1,1.1,23.7,24.7,650.4,208.1,67.7,23.9,0.6,56.7,0.7,2.6,2.3,36.2
00BHGJ,E05000601,Hoe Street,Waltham Forest,79.7,14600,3250,10100,1250,22.4,69.2,8.4,33.4,32,1.1,13090.9,49.9,42.8,17.2,79.7,77.2,82.1,123.5,1,2,6453,66.1,80.7,360000,197,34890,5509,3.2,9.7,25.1,61.9,39.2,27,31.1,56,43.8,0.2,18.1,16.4,4.9,5.1,17.5,6.1,52.1,60,100,321.2,1.1,19,36.4,643.6,206.2,87.4,27.8,0.6,10.6,0.6,5.2,3.1,36.4
00BHGK,E05000602,Larkswood,Waltham Forest,82.3,12050,2350,7850,1850,19.5,65.1,15.4,38.5,37,2.1,5619,31.2,21.8,6.3,61.7,79.5,84.9,131.3,0.8,3,5104,69.6,18.6,335000,148,35170,4547,3.4,26.9,44.3,25.4,68,17.4,12.6,12.8,86.4,0.9,14.6,10.4,4.1,3,17.5,5.9,44.8,192,100,311.9,1.3,26.2,21.6,718.1,212.4,61.8,18.8,0.9,31.4,1.1,2.8,1.6,31.6
00BHGL,E05000603,Lea Bridge,Waltham Forest,78.1,16250,4100,10800,1300,25.3,66.6,8.1,32.6,32,2.6,6192.3,64.8,50.4,21.2,102.6,75.5,80.8,136,0.6,10,6671,62.8,100,283250,200,31450,5726,5.5,11.2,33.8,49.5,44.5,18.4,34.7,50.7,49.3,0,17,14,4.7,4.2,17.2,7.8,46.9,70,100,313.4,1.5,23,26.6,674.1,206.5,98.4,28.4,0.5,40.1,0.6,3.6,3.9,31.1
00BHGM,E05000604,Leyton,Waltham Forest,80.5,14950,3700,10150,1150,24.6,67.8,7.6,32.1,30,2,7400,63.5,48.8,20.8,83.8,78.7,82.5,118.5,0.6,7,5956,61.5,86.1,255000,169,31040,5303,5.1,10.4,29.5,54.9,32.9,34.5,30.1,50.3,49.7,0,18.2,17.3,6.2,4.4,21.3,9.5,49.3,48,100,294.6,1.5,21.1,28.5,629.4,198.3,88.2,28.8,0.5,27.6,0.6,3.8,2.7,28.9
00BHGN,E05000605,Leytonstone,Waltham Forest,80.6,13450,2350,10000,1050,17.6,74.4,8,34.5,32,1.3,10269.2,47.6,42.6,15.4,69.1,80.6,80.9,103.8,1,2,6887,70.3,102.3,345000,167,38700,4980,3.5,11.6,30.2,54.7,44.5,15.4,37.4,36.3,60.1,3.6,13.2,8.8,3.6,2.1,13.7,3.8,42.5,150,100,316.6,1,15.1,40.8,681.5,208.4,89.8,29.2,0.2,5.8,0.7,5.5,2.9,34.7
